fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
1,7026,38,33,163,330.200000,1.088698,2.022158,0.007542,1.947160,0.011730,1.544610,0.015823,6.916278,0.011195,0.050128,1929306.000000,12.477549,49.173457,0.139198
1,7026,38,33,164,335.200000,1.107860,2.098416,0.008183,2.061358,0.010223,1.666813,0.011936,7.303419,0.009344,0.040943,2139527.000000,12.787628,49.176280,0.115289
1,7026,38,33,165,340.200000,1.102503,2.193869,0.009895,2.157896,0.010206,1.743563,0.010075,7.598717,0.008890,0.038746,2140079.000000,12.981088,49.178086,0.046064
1,7026,38,33,166,345.200000,1.096866,2.315496,0.010146,2.281598,0.009627,1.842484,0.008652,7.978983,0.008278,0.035847,2188635.000000,13.381728,49.121252,0.059498
1,7026,38,33,167,350.200000,1.082424,2.428791,0.011220,2.377545,0.010683,1.902968,0.009650,8.259188,0.009286,0.040301,2309571.000000,13.884274,49.124374,0.039273
1,7026,38,33,168,355.200000,1.075694,2.588012,0.012305,2.535589,0.012466,2.026117,0.012156,8.745906,0.011130,0.048044,2323656.000000,14.370375,49.119970,0.008452
1,7026,42,34,164,335.200000,1.121121,2.956169,0.021277,3.044489,0.017480,2.549348,0.012900,10.411943,0.015171,0.061962,2867749.000000,17.062739,49.256746,0.114509
1,7026,42,34,165,340.200000,1.090185,3.270663,0.020149,3.310574,0.018587,2.713787,0.016295,11.201756,0.016737,0.069084,3136973.000000,17.540757,49.288889,0.095287
1,7026,42,34,166,345.200000,1.081826,3.615178,0.020063,3.659834,0.020093,2.991563,0.019554,12.286747,0.018616,0.076460,3231484.000000,18.291674,49.178407,0.035294
1,7026,42,34,167,350.200000,1.074507,3.995983,0.020147,4.045941,0.022131,3.298748,0.023672,13.489097,0.020921,0.085548,3730991.000000,19.146454,49.178725,0.032790
1,7026,42,34,168,355.200000,1.088011,4.420241,0.019196,4.555230,0.022361,3.772439,0.025113,15.108764,0.021440,0.085868,4189287.000000,20.091343,49.166026,0.028624
1,7026,43,34,164,335.200000,1.101388,2.923662,0.027551,2.959762,0.026898,2.435688,0.025260,10.116197,0.024259,0.100754,2659440.000000,19.807887,49.268622,-0.021389
1,7026,43,34,165,340.200000,1.085451,3.326416,0.025709,3.357817,0.025423,2.743319,0.024330,11.343228,0.023298,0.096333,2951842.000000,20.744348,49.294322,-0.038326
1,7026,43,34,166,345.200000,1.074742,3.778850,0.025043,3.813409,0.025311,3.103137,0.024907,12.758916,0.023581,0.096956,3417550.000000,21.828962,49.265601,-0.033797
1,7026,43,34,167,350.200000,1.069177,4.272771,0.023119,4.323031,0.023577,3.516205,0.023495,14.351897,0.022199,0.090608,3910964.000000,23.154180,49.275516,0.000859
