,time,growth_rate,p1lo_p5t_phi_r,sigma_p1lo_p5t,p1lo_p5o_phi_r,sigma_p1lo_p5o,sigma2_p1lo_p5t,d_phi_r,chi1_r,chi2_r
147,291.37931034482756,0.0209522138662511,0.26567660085260786,0.07886360258679677,0.2636873226688213,0.07945855589184347,0.07381228084748498,3.044708705839368e-05,0.26712976886877804,0.26722921599473964
148,295.40229885057477,0.021013694235479493,0.2659300356628904,0.07901963455575123,0.26393885986246207,0.07961576497841083,0.07389843870399215,1.33282024358633e-05,0.26656429836256174,0.26660825305989294
149,299.42528735632186,0.020968138526886095,0.26578383926301136,0.07889169855107964,0.26379375812168315,0.07948686381432074,0.07396745838504126,-6.739482226676791e-05,0.26256968545625586,0.26235570939677494
150,303.44827586206895,0.02097681121324629,0.26538777847223827,0.07904211465201529,0.2634006628728058,0.07963841466631326,0.07422544073049499,-9.680883309477898e-05,0.26077273798249756,0.26047325649805064
151,307.47126436781616,0.02092419670194538,0.2650049176174212,0.07895776761453517,0.26302066872414,0.07955343130805811,0.07417583119348094,-8.669085410468041e-05,0.2608618264708626,0.26059473140592426
152,311.49425287356325,0.02086090148753193,0.2646902658530052,0.07881249965994955,0.2627083729439862,0.07940706744044211,0.07401451314214019,-0.00011507481519364068,0.25917397427459865,0.2588163809932557
153,315.51724137931035,0.020768517096971938,0.2640790282997712,0.07864508299158238,0.26210171208860916,0.07923838776738204,0.07389246718663747,-5.078856414839803e-05,0.2616335689580543,0.26147628190078986
154,319.54022988505756,0.020741587623135303,0.2642816222334204,0.07848289808368057,0.26230278908139454,0.07907497932360541,0.07361843210440733,1.8449181357515149e-06,0.26437057001163644,0.26437644739082933
155,323.56321839080465,0.020623203510249485,0.26409387246867955,0.0780904279128828,0.2621164451104263,0.07867954832655079,0.07336005052718371,-1.833829201373307e-05,0.26320466570676115,0.2631473281841237
156,327.58620689655174,0.020611333082129018,0.2641340727574478,0.07803360190132017,0.2621563443958049,0.07862229361502665,0.07327861045421949,-2.4750962909226494e-05,0.2629332303465954,0.26285530862622536
157,331.60919540229884,0.020575948670880095,0.26389472679009957,0.07797029111250901,0.2619187905535805,0.07855850520457748,0.07335301927419771,-4.5511018194344237e-05,0.2616828716322981,0.26154364441804584
158,335.63218390804604,0.020641108207861733,0.26376789215128643,0.07825481729225345,0.26179290560088625,0.07884517787250479,0.0734805629713153,-7.71685842016791e-05,0.26002930489014864,0.25978639757338434
159,339.65517241379314,0.020653122248629502,0.2632738301356033,0.07844730423070075,0.26130254292035754,0.0790391169477611,0.07380366454451955,-5.296447181254996e-05,0.2607093524176609,0.26054799849873483
160,343.67816091954023,0.020708382961280507,0.2633417412286567,0.0786369181910271,0.2613699455228047,0.07923016137092047,0.07414542418898754,1.718352852044855e-05,0.26417152733762417,0.26422179314124145
161,347.70114942528744,0.020712302403963455,0.2634120884110552,0.07863079682069055,0.26143976597415197,0.0792239938204781,0.07455132891416358,6.9751004584210805e-06,0.26374884964224915,0.2637672773034972
162,351.72413793103453,0.02073420878341317,0.26339786272659804,0.07871821194287702,0.2614256468058263,0.0793120684093152,0.07475453850845384,-3.8241088392313355e-05,0.26155351511768876,0.26145572317398696
163,355.7471264367816,0.02073771132685553,0.2631044014929561,0.07881932498727402,0.2611343828903825,0.07941394425858003,0.07491014097847051,-4.821399326338872e-06,0.2628719072099397,0.26285977450105097
164,359.7701149425287,0.020754044221369866,0.2633590698584551,0.07880512424548101,0.26138714440288063,0.07939963638525883,0.07464241763875128,3.4637211845468556e-05,0.26502800780018904,0.26512108221037095
165,363.79310344827593,0.02083792180290574,0.263383091703207,0.07911639911337563,0.26141098638184257,0.07971325953557218,0.07437776366342973,3.656170172543115e-05,0.26513766694690205,0.265249451599194
166,367.816091954023,0.020813966256773418,0.263653244470039,0.07894447230721893,0.2616791163547829,0.07954003569988356,0.07403963212432127,5.6026631175288096e-05,0.2663450250986857,0.26652334518769916
167,371.8390804597701,0.020838438564933233,0.26383388068967484,0.07898317877317546,0.2618584000439747,0.079579034170505,0.0737706765223313,9.423013051318198e-05,0.2683558188483117,0.26867533079996014
168,375.8620689655173,0.020849153626852173,0.2644114179339382,0.07885118498196332,0.2624316129245694,0.0794460446076092,0.07354650893494821,7.88007529793931e-05,0.26819098397243213,0.2684635920638678
169,379.8850574712644,0.020934980416711633,0.2644679097366355,0.07915886822548442,0.26248768173965575,0.07975604903804842,0.0737179027171393,7.794036976297626e-05,0.2681908828759253,0.26846566780187603
170,383.9080459770115,0.020964097835446765,0.26503852435731845,0.07909830424192779,0.26305402383045606,0.07969502815497159,0.07341837530790225,7.828372407145813e-05,0.268772704796941,0.2690615954109723
171,387.9310344827586,0.021117467377378865,0.2650977787808886,0.07965916377908658,0.26311283458103535,0.08026011886119132,0.07332745654101892,3.990284601486157e-05,0.2669873446697227,0.26715050562715265
172,391.9540229885058,0.02121587451539556,0.2653595817390472,0.07995141677702486,0.26337267726526903,0.08055457663904493,0.07313868345183952,2.8140992821867238e-05,0.2666859938462383,0.2668095466850249
173,395.9770114942529,0.02135320262528336,0.26532420056221395,0.08047966442577259,0.26333756100827804,0.08108680943016755,0.07301975454114563,1.8381447774444987e-05,0.26618502917406256,0.26627297392149224
174,400.0,0.021452766078158093,0.2655074784452784,0.08079910292462647,0.26351946658119857,0.08140865779852292,0.07301468007159354,4.555764521887461e-05,0.2676311041377833,0.2678575134072044
