,p1ori_fluo,p1ori_std_dev,p1longori_fluo,p1longori_std_dev,p5ter_fluo,p5ter_std_dev,p5ori_fluo,p5ori_std_dev,p1longter_fluo,p1longter_std_dev,time
147,761235.7053695461,90676.00958041918,1060331.5453973075,177663.29838290633,153638.17481973677,28930.02442282477,327087.82208387385,79403.30337429616,526452.6533361289,87517.79083831956,291.37931034482756
148,763207.0398964448,89576.6329254969,1061343.0192086329,141426.6920659617,153975.97139712932,29267.420278674144,325503.2314964529,77869.54343539027,523849.6154947818,85916.04786961345,295.40229885057477
149,765784.4906802098,86832.4040486098,1060759.540444911,114179.06146321796,154058.12825355536,29057.58606940635,323444.8858687786,77349.06978440595,525213.1459833765,83451.01701316773,299.42528735632186
150,768533.7598382118,84827.60286594009,1059178.8376317767,110194.8803598468,154197.35568225122,29832.441941655452,321682.22117815365,75301.19648264225,528012.0321287175,84272.90374021027,303.44827586206895
151,769537.1880684835,85306.78297952583,1057650.8165694869,112150.96754907328,154399.66859929627,30263.55222394195,320665.5732915093,69131.62016651452,527097.9328399446,82172.6836821375,307.47126436781616
152,770197.7167701446,86050.60466158904,1056395.0221541922,113413.8394596414,154676.3232565098,47057.63468382744,319475.3218210797,69178.95837032252,528134.3225580917,82739.07087075314,311.49425287356325
153,771408.0093488839,86054.49621228046,1053955.535735947,114759.39330049313,155138.71660188065,47089.71252590174,318542.15745564323,68332.30824278675,530609.532929254,87056.44039289097,315.51724137931035
154,772682.2491083202,78711.01409488644,1054764.1005025278,122631.83887548039,155616.16669961743,29718.355507651668,316801.9393008824,69060.04573111665,529928.4813104147,80043.88838082459,319.54022988505756
155,773502.6387601389,76098.51013302719,1054014.779720958,120309.52642968985,156411.91476842202,29317.475040916383,314916.325823084,66590.2823279776,530338.9348332606,79726.7571150266,323.56321839080465
156,774571.8502992754,74679.58847148373,1054175.2215294512,118410.87081365343,157174.0652383895,28592.52063150312,312996.5571635222,67365.53841606362,531276.3319133664,80288.15783242133,327.58620689655174
157,776632.0892688555,80283.90421412313,1053219.977151028,120802.80240768802,157791.07101230614,28425.58138813757,311407.7780675504,68363.84541505635,529877.00376817,80017.64163937524,331.60919540229884
158,778759.18196574,82289.35680298741,1052713.7723586187,123215.88466517128,158500.84885109376,28509.69335115503,309723.0377281371,67505.24249352198,529201.5626882324,81652.39062033588,335.63218390804604
159,779726.0606970516,80710.85443635506,1050741.9406695268,125019.4068670813,158946.48243489044,28502.179373993797,305521.5235035113,65126.49920083518,532132.2363247031,75711.39962203133,339.65517241379314
160,781916.2140802398,78829.41879550548,1051012.9779909013,120174.1884489252,159157.3003463921,28391.59286820066,302515.3230934882,65570.28811733988,532141.0673624853,84375.63936810776,343.67816091954023
161,784583.051581134,78223.64300505977,1051293.7378936836,120822.85800038488,159197.35410600263,27566.116687065758,299758.65036786674,64271.07747952291,530253.094091461,83123.79608323405,347.70114942528744
162,786142.4573419116,73270.11284635108,1051236.9623179033,119640.43658906745,159300.46066739102,28069.398562996677,297088.6199186277,64253.26595427568,532949.8891902284,80265.85650423965,351.72413793103453
163,786851.6227008889,78814.61565401412,1050065.7406055538,121312.20453860541,159271.03414564434,27267.429299330397,295506.6040111105,61897.99921156786,532141.4913921983,81169.42586291542,355.7471264367816
164,788967.3640939441,77617.9185790828,1051082.1376111116,111918.71176792966,159299.64672619174,28258.847121289276,294551.50388322363,63252.638380367105,531076.2505814149,83090.14552836819,359.7701149425287
165,790330.1695356161,74420.00807728848,1051178.0102611205,108619.8712298036,159232.37282905873,27507.56189998576,293603.4201250267,60699.38988518233,533916.6097951704,92242.61305843477,363.79310344827593
166,791070.7085232636,75506.84915179775,1052256.206458411,119587.17843603746,159473.3305244241,26551.36119192515,292972.53544022853,61228.770599039264,533262.664051131,93558.21807247211,367.816091954023
167,791102.106819488,76188.4113678585,1052977.1366468675,112713.72863651789,159559.1559888676,24185.02317821969,292895.07884839136,58948.34939282495,531942.0732734731,86052.32116917509,371.8390804597701
168,792462.2268383555,75239.39340730077,1055282.1230731052,118028.07625744173,160038.20883953667,23612.561834344462,292602.1967768678,57474.752199234834,534005.4942111914,87494.4093452598,375.8620689655173
169,794580.4603383704,78765.87891106687,1055507.5853090119,120014.73185140522,160336.21473270605,24304.97798807865,291888.6178288375,56318.502329284034,534262.9898789516,85786.35339353356,379.8850574712644
170,795115.4110678196,73089.9298798822,1057784.9431216058,119760.94421585734,160856.52795249238,24328.309449856293,291243.2859408751,55846.59132567976,532784.5840699569,86551.45065548098,383.9080459770115
171,796289.3554295651,68572.67626059423,1058021.431146197,119954.23575363959,161267.96585111786,24977.92090459978,290660.31633673125,53170.6008503336,534202.502771463,87348.24175708939,387.9310344827586
172,797507.1492932941,68718.90585041419,1059066.3027469441,121979.33906809031,161719.08596266882,23704.302712371726,290377.546256742,54508.02375034903,534446.9965432058,88368.14523418283,391.9540229885058
173,798224.1364878122,67922.1822500177,1058925.0943086052,130334.49750520168,162088.04909371946,23905.790406119882,290306.4626207551,55889.1257731834,532728.3601106753,80995.10925597792,395.9770114942529
174,798721.6689542761,62340.905059193785,1059656.5675371967,117052.33981301119,162625.49468235165,23215.255948556463,289504.9828445273,56677.310133665684,535382.7449026451,81042.76857199786,400.0
